rank | score | depth | no. trees
--------------------------
98 | 0.65749494 | 5 | 161 |
94 | 0.65785111 | 5 | 171 |
96 | 0.6576305 | 5 | 181 |
99 | 0.65746855 | 5 | 191 |
93 | 0.65790786 | 5 | 201 |
87 | 0.65892373 | 5 | 211 |
95 | 0.65775728 | 5 | 221 |
92 | 0.65804478 | 5 | 231 |
91 | 0.65815647 | 5 | 241 |
85 | 0.65952978 | 5 | 251 |
97 | 0.65750142 | 5 | 261 |
88 | 0.65885862 | 5 | 271 |
89 | 0.65871086 | 5 | 281 |
84 | 0.6604775 | 5 | 291 |
177 | 0.56864713 | 6 | 1 |
119 | 0.64680986 | 6 | 11 |
90 | 0.65828404 | 6 | 21 |
83 | 0.66219711 | 6 | 31 |
82 | 0.66342809 | 6 | 41 |
80 | 0.66360474 | 6 | 51 |
77 | 0.66724928 | 6 | 61 |
79 | 0.66564966 | 6 | 71 |
78 | 0.66718257 | 6 | 81 |
74 | 0.6688167 | 6 | 91 |
75 | 0.66847994 | 6 | 101 |
76 | 0.66807582 | 6 | 111 |
62 | 0.67105988 | 6 | 121 |
72 | 0.66908678 | 6 | 131 |
68 | 0.66961818 | 6 | 141 |
64 | 0.67066649 | 6 | 151 |
73 | 0.66886882 | 6 | 161 |
66 | 0.67008247 | 6 | 171 |
61 | 0.67106959 | 6 | 181 |
69 | 0.66942287 | 6 | 191 |
70 | 0.66942191 | 6 | 201 |
71 | 0.66936821 | 6 | 211 |
57 | 0.67148907 | 6 | 221 |
60 | 0.67117729 | 6 | 231 |
67 | 0.6699491 | 6 | 241 |
58 | 0.67129957 | 6 | 251 |
59 | 0.67120542 | 6 | 261 |
65 | 0.67064934 | 6 | 271 |
56 | 0.67248329 | 6 | 281 |
63 | 0.67093817 | 6 | 291 |
175 | 0.57988239 | 7 | 1 |
113 | 0.65013407 | 7 | 11 |
81 | 0.66360396 | 7 | 21 |
55 | 0.67261262 | 7 | 31 |
54 | 0.67345381 | 7 | 41 |
52 | 0.67396059 | 7 | 51 |
51 | 0.67599849 | 7 | 61 |
50 | 0.67736035 | 7 | 71 |
48 | 0.68060725 | 7 | 81 |
49 | 0.68011906 | 7 | 91 |
31 | 0.68444345 | 7 | 101 |
47 | 0.68075145 | 7 | 111 |
44 | 0.68210685 | 7 | 121 |
45 | 0.6817759 | 7 | 131 |
37 | 0.6835588 | 7 | 141 |
33 | 0.68405583 | 7 | 151 |
27 | 0.68518417 | 7 | 161 |
42 | 0.68261139 | 7 | 171 |
43 | 0.68225017 | 7 | 181 |
28 | 0.68472812 | 7 | 191 |
40 | 0.68311662 | 7 | 201 |
39 | 0.68312881 | 7 | 211 |
41 | 0.68283846 | 7 | 221 |
35 | 0.68371954 | 7 | 231 |
38 | 0.68355449 | 7 | 241 |
32 | 0.6840563 | 7 | 251 |
36 | 0.6837084 | 7 | 261 |
34 | 0.68379662 | 7 | 271 |
30 | 0.68451622 | 7 | 281 |
29 | 0.68463644 | 7 | 291 |
176 | 0.57765765 | 8 | 1 |
107 | 0.65561882 | 8 | 11 |
53 | 0.67368209 | 8 | 21 |
46 | 0.6813305 | 8 | 31 |
25 | 0.68780643 | 8 | 41 |
24 | 0.68899143 | 8 | 51 |
26 | 0.68769046 | 8 | 61 |
22 | 0.69224143 | 8 | 71 |
23 | 0.69044651 | 8 | 81 |
21 | 0.69236415 | 8 | 91 |
20 | 0.6926896 | 8 | 101 |
19 | 0.69336507 | 8 | 111 |
15 | 0.69542291 | 8 | 121 |
16 | 0.6950356 | 8 | 131 |
13 | 0.69633031 | 8 | 141 |
17 | 0.69481393 | 8 | 151 |
18 | 0.69371629 | 8 | 161 |
12 | 0.69641458 | 8 | 171 |
8 | 0.69671615 | 8 | 181 |
14 | 0.69542362 | 8 | 191 |
11 | 0.69647346 | 8 | 201 |
7 | 0.69712327 | 8 | 211 |
4 | 0.6978213 | 8 | 221 |
9 | 0.6967086 | 8 | 231 |
5 | 0.69767919 | 8 | 241 |
10 | 0.69659383 | 8 | 251 |
3 | 0.69791149 | 8 | 261 |
6 | 0.69749658 | 8 | 271 |
2 | 0.69802485 | 8 | 281 |
1 | 0.69881146 | 8 | 291 |







































































































































































































































































































































































